id,title,description,location,domain,required_skills,skill_requirements,job_type,duration,required_languages,posted_date,salary_range,employer_id
job_929,Admin Sys - Poste IT & Développement,Description de l'offre d'emploi 929 dans le domaine IT & Développement,Oujda,IT & Développement,"['Java', 'C#', 'Azure', 'Data Science', 'React']","{'Java': 4, 'C#': 1, 'Azure': 2, 'Data Science': 4, 'React': 2}",Temps plein,1 mois,"['Anglais', 'Arabe']",2025-03-11,700-1197 MAD/jour,employer_35
job_930,Analyste Financier - Poste Finance & Comptabilité,Description de l'offre d'emploi 930 dans le domaine Finance & Comptabilité,Nador,Finance & Comptabilité,"[""Finance d'Entreprise"", 'Analyse Financière', 'Design Durable', 'BIM']","{""Finance d'Entreprise"": 5, 'Analyse Financière': 4, 'Design Durable': 5, 'BIM': 4}",Temps partiel,2 semaines,['Arabe'],2025-04-09,551-960 MAD/jour,employer_32
job_931,Consolideur - Mission Finance & Comptabilité,Description de l'offre d'emploi 931 dans le domaine Finance & Comptabilité,Kénitra,Finance & Comptabilité,"['Audit', 'Budgétisation', 'Fiscalité', 'C#', 'Blockchain']","{'Audit': 5, 'Budgétisation': 3, 'Fiscalité': 4, 'C#': 1, 'Blockchain': 3}",Contrat,1 semaine,['Arabe'],2025-02-24,487-1216 MAD/jour,employer_79
job_932,Export Manager - Mission Commerce & Vente,Description de l'offre d'emploi 932 dans le domaine Commerce & Vente,Marrakech,Commerce & Vente,"['Gestion Commerciale', 'Vente B2C', 'Sales Enablement']","{'Gestion Commerciale': 5, 'Vente B2C': 1, 'Sales Enablement': 2}",Temps partiel,1 mois,['Français'],2025-03-20,776-848 MAD/jour,employer_23
job_933,Concierge - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 933 dans le domaine Tourisme & Hôtellerie,El Jadida,Tourisme & Hôtellerie,"['Revenue Management', 'Gestion de Destination', 'Conciergerie', 'Droit des Affaires']","{'Revenue Management': 3, 'Gestion de Destination': 1, 'Conciergerie': 3, 'Droit des Affaires': 2}",Freelance,2 semaines,"['Arabe', 'Français']",2025-03-28,336-1204 MAD/jour,employer_7
job_934,Conseiller Pédagogique - Poste Éducation & Formation,Description de l'offre d'emploi 934 dans le domaine Éducation & Formation,Meknès,Éducation & Formation,"['Pédagogie', 'E-learning', ""Sciences de l'Éducation"", 'MOOC']","{'Pédagogie': 3, 'E-learning': 4, ""Sciences de l'Éducation"": 4, 'MOOC': 4}",Temps plein,2 semaines,['Arabe'],2025-03-16,660-1292 MAD/jour,employer_96
job_935,Compliance Officer - Projet Droit & Juridique,Description de l'offre d'emploi 935 dans le domaine Droit & Juridique,Agadir,Droit & Juridique,"['Droit des Contrats', 'Droit International', 'Arbitrage', 'Contentieux']","{'Droit des Contrats': 2, 'Droit International': 4, 'Arbitrage': 4, 'Contentieux': 4}",Freelance,6 mois,['Arabe'],2025-04-05,700-873 MAD/jour,employer_22
job_936,Directeur de Programme Immobilier - Poste BTP & Construction,Description de l'offre d'emploi 936 dans le domaine BTP & Construction,Taza,BTP & Construction,"['Immobilier', 'Construction Durable', ""Maîtrise d'Œuvre"", ""Maîtrise d'Ouvrage"", 'Coordination Travaux', 'Instagram Ads']","{'Immobilier': 5, 'Construction Durable': 5, ""Maîtrise d'Œuvre"": 5, ""Maîtrise d'Ouvrage"": 4, 'Coordination Travaux': 4, 'Instagram Ads': 5}",Temps plein,6 mois,"['Arabe', 'Français']",2025-04-05,654-838 MAD/jour,employer_52
job_937,Traducteur - Projet Rédaction & Traduction,Description de l'offre d'emploi 937 dans le domaine Rédaction & Traduction,Marrakech,Rédaction & Traduction,"['Spanish Translation', 'German Translation', 'Technical Writing', 'Legal Writing', 'Copywriting', 'Game Development', 'Laravel']","{'Spanish Translation': 2, 'German Translation': 3, 'Technical Writing': 5, 'Legal Writing': 4, 'Copywriting': 5, 'Game Development': 3, 'Laravel': 5}",Freelance,1 mois,"['Anglais', 'Arabe']",2025-02-25,500-1430 MAD/jour,employer_24
job_938,Chef de Projet Architecture - Projet Architecture,Description de l'offre d'emploi 938 dans le domaine Architecture,Tétouan,Architecture,"['SketchUp', 'AutoCAD']","{'SketchUp': 1, 'AutoCAD': 3}",Freelance,3 mois,['Arabe'],2025-04-24,358-1230 MAD/jour,employer_74
job_939,Community Manager - Projet Communication,Description de l'offre d'emploi 939 dans le domaine Communication,Oujda,Communication,"['Communication Politique', 'Communication Interne']","{'Communication Politique': 2, 'Communication Interne': 4}",Mission ponctuelle,1 semaine,"['Anglais', 'Arabe', 'Français']",2025-04-11,715-1283 MAD/jour,employer_69
job_940,Concierge - Poste Tourisme & Hôtellerie,Description de l'offre d'emploi 940 dans le domaine Tourisme & Hôtellerie,Berrechid,Tourisme & Hôtellerie,"['CRM Tourisme', ""Organisation d'Événements"", 'Marketing Touristique']","{'CRM Tourisme': 3, ""Organisation d'Événements"": 1, 'Marketing Touristique': 2}",Freelance,2 semaines,['Français'],2025-03-10,582-1162 MAD/jour,employer_77
job_941,Account Manager - Poste Commerce & Vente,Description de l'offre d'emploi 941 dans le domaine Commerce & Vente,Kénitra,Commerce & Vente,"['Vente B2C', 'Sales Development', 'Sales Enablement', 'Vente B2B', 'Conseil en Innovation', 'Conseil en Management']","{'Vente B2C': 1, 'Sales Development': 4, 'Sales Enablement': 4, 'Vente B2B': 4, 'Conseil en Innovation': 1, 'Conseil en Management': 3}",Temps partiel,6 mois,"['Arabe', 'Français']",2025-03-15,790-1468 MAD/jour,employer_64
job_942,Creative Director - Projet Design & Création,Description de l'offre d'emploi 942 dans le domaine Design & Création,Rabat,Design & Création,"['Figma', 'Premiere Pro', 'Graphic Design']","{'Figma': 1, 'Premiere Pro': 2, 'Graphic Design': 1}",Temps partiel,6 mois,"['Anglais', 'Arabe']",2025-03-17,641-986 MAD/jour,employer_67
job_943,Art Director - Projet Design & Création,Description de l'offre d'emploi 943 dans le domaine Design & Création,Oujda,Design & Création,"['Graphic Design', 'Logo Design', 'Product Design', 'After Effects', 'Animation']","{'Graphic Design': 3, 'Logo Design': 3, 'Product Design': 5, 'After Effects': 2, 'Animation': 4}",Temps partiel,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-31,690-1454 MAD/jour,employer_98
job_944,Responsable Qualité Sanitaire - Mission Santé,Description de l'offre d'emploi 944 dans le domaine Santé,El Jadida,Santé,"['Santé Publique', 'Medical Writing', 'Santé Digitale', 'Academic Writing', 'Subtitling']","{'Santé Publique': 4, 'Medical Writing': 5, 'Santé Digitale': 3, 'Academic Writing': 3, 'Subtitling': 4}",Contrat,3 mois,"['Anglais', 'Arabe']",2025-03-20,630-878 MAD/jour,employer_52
job_945,CTO - Projet IT & Développement,Description de l'offre d'emploi 945 dans le domaine IT & Développement,Tétouan,IT & Développement,"['Azure', 'PHP', 'Machine Learning', 'SEO', 'QA & Testing']","{'Azure': 4, 'PHP': 1, 'Machine Learning': 1, 'SEO': 4, 'QA & Testing': 5}",Freelance,2 semaines,"['Arabe', 'Français']",2025-04-23,531-1099 MAD/jour,employer_69
job_946,Développeur Fullstack - Mission IT & Développement,Description de l'offre d'emploi 946 dans le domaine IT & Développement,Fès,IT & Développement,"['QA & Testing', 'Angular', 'Laravel', 'JavaScript', 'React']","{'QA & Testing': 5, 'Angular': 4, 'Laravel': 5, 'JavaScript': 5, 'React': 3}",Freelance,1 mois,[],2025-02-28,490-1468 MAD/jour,employer_50
job_947,Destination Manager - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 947 dans le domaine Tourisme & Hôtellerie,Safi,Tourisme & Hôtellerie,"['CRM Tourisme', 'Tour Operating', 'Gestion de Restaurant', 'Hospitality Management', 'Développement Durable']","{'CRM Tourisme': 1, 'Tour Operating': 4, 'Gestion de Restaurant': 5, 'Hospitality Management': 3, 'Développement Durable': 1}",Freelance,2 semaines,"['Anglais', 'Arabe']",2025-03-20,742-867 MAD/jour,employer_43
job_948,Urban Designer - Projet Architecture,Description de l'offre d'emploi 948 dans le domaine Architecture,Remote (Maroc),Architecture,"['Design Durable', 'SketchUp', 'Conception Architecturale', 'Revit', 'Rhinoceros 3D']","{'Design Durable': 1, 'SketchUp': 2, 'Conception Architecturale': 1, 'Revit': 2, 'Rhinoceros 3D': 2}",Temps plein,3 mois,"['Anglais', 'Arabe']",2025-03-10,623-1434 MAD/jour,employer_36
job_949,Maître d'Œuvre - Projet BTP & Construction,Description de l'offre d'emploi 949 dans le domaine BTP & Construction,Kénitra,BTP & Construction,"['AutoCAD', 'Coordination Travaux', 'Sécurité Chantier', ""Bureau d'Études"", 'Construction Durable']","{'AutoCAD': 4, 'Coordination Travaux': 3, 'Sécurité Chantier': 4, ""Bureau d'Études"": 1, 'Construction Durable': 5}",Temps plein,6 mois,"['Arabe', 'Français']",2025-03-28,355-1448 MAD/jour,employer_73
job_950,Manager Consulting - Mission Consulting,Description de l'offre d'emploi 950 dans le domaine Consulting,Mohammedia,Consulting,"['Conseil en Management', 'Études de Marché', 'Due Diligence', 'Process Optimization']","{'Conseil en Management': 2, 'Études de Marché': 3, 'Due Diligence': 3, 'Process Optimization': 1}",Temps partiel,3 mois,"['Arabe', 'Français']",2025-03-16,512-1435 MAD/jour,employer_53
job_951,Directeur de Travaux - Poste BTP & Construction,Description de l'offre d'emploi 951 dans le domaine BTP & Construction,Marrakech,BTP & Construction,"['Immobilier', 'Coordination Travaux', 'Architecture', 'Étude de Prix', ""Bureau d'Études"", 'Community Management']","{'Immobilier': 2, 'Coordination Travaux': 4, 'Architecture': 2, 'Étude de Prix': 1, ""Bureau d'Études"": 5, 'Community Management': 4}",Temps partiel,1 semaine,"['Arabe', 'Français']",2025-04-22,520-1284 MAD/jour,employer_71
job_952,Business Analyst - Mission Consulting,Description de l'offre d'emploi 952 dans le domaine Consulting,Casablanca,Consulting,"['Due Diligence', 'Conseil en Management', 'Process Optimization', 'Business Analysis', 'KPI', 'Génie Civil', 'Génie Mécanique']","{'Due Diligence': 2, 'Conseil en Management': 5, 'Process Optimization': 5, 'Business Analysis': 2, 'KPI': 5, 'Génie Civil': 3, 'Génie Mécanique': 3}",Freelance,1 an,"['Anglais', 'Arabe']",2025-04-18,479-843 MAD/jour,employer_0
job_953,Responsable Bureau d'Études - Projet Architecture,Description de l'offre d'emploi 953 dans le domaine Architecture,Rabat,Architecture,"['SketchUp', 'Conception Architecturale', 'Rhinoceros 3D', 'BIM', 'Prototypage', 'Robotique']","{'SketchUp': 5, 'Conception Architecturale': 4, 'Rhinoceros 3D': 5, 'BIM': 3, 'Prototypage': 5, 'Robotique': 2}",Temps plein,3 mois,"['Arabe', 'Français']",2025-02-24,706-1154 MAD/jour,employer_92
job_954,Directeur de Programme Immobilier - Mission BTP & Construction,Description de l'offre d'emploi 954 dans le domaine BTP & Construction,Casablanca,BTP & Construction,"['Planning', ""Bureau d'Études"", ""Maîtrise d'Œuvre"", 'Construction Durable', 'Immobilier', 'JavaScript']","{'Planning': 2, ""Bureau d'Études"": 3, ""Maîtrise d'Œuvre"": 2, 'Construction Durable': 1, 'Immobilier': 4, 'JavaScript': 5}",Contrat,1 an,['Français'],2025-03-28,513-1337 MAD/jour,employer_60
job_955,UI/UX Designer - Mission IT & Développement,Description de l'offre d'emploi 955 dans le domaine IT & Développement,Mohammedia,IT & Développement,"['QA & Testing', 'Data Science', 'Animation', 'After Effects']","{'QA & Testing': 2, 'Data Science': 2, 'Animation': 1, 'After Effects': 3}",Contrat,6 mois,"['Arabe', 'Français']",2025-03-17,576-802 MAD/jour,employer_95
job_956,Correcteur - Mission Rédaction & Traduction,Description de l'offre d'emploi 956 dans le domaine Rédaction & Traduction,Oujda,Rédaction & Traduction,"['Spanish Translation', 'SEO Writing', 'Proofreading', 'Editing', 'German Translation']","{'Spanish Translation': 2, 'SEO Writing': 2, 'Proofreading': 2, 'Editing': 1, 'German Translation': 5}",Temps plein,1 an,"['Anglais', 'Français']",2025-03-11,486-825 MAD/jour,employer_73
job_957,Responsable Communication Interne - Poste Communication,Description de l'offre d'emploi 957 dans le domaine Communication,Béni Mellal,Communication,"['Event Management', 'Stratégie de Communication', 'Communication Corporate', 'Communication de Crise']","{'Event Management': 1, 'Stratégie de Communication': 3, 'Communication Corporate': 4, 'Communication de Crise': 1}",Contrat,1 semaine,"['Anglais', 'Français']",2025-03-08,539-1380 MAD/jour,employer_88
job_958,Chercheur Clinique - Poste Santé,Description de l'offre d'emploi 958 dans le domaine Santé,Oujda,Santé,"['Santé Publique', 'Santé Digitale', 'Dossier Patient', 'Medical Writing']","{'Santé Publique': 4, 'Santé Digitale': 4, 'Dossier Patient': 4, 'Medical Writing': 1}",Mission ponctuelle,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-16,491-810 MAD/jour,employer_14
job_959,Responsable Bureau d'Études - Poste BTP & Construction,Description de l'offre d'emploi 959 dans le domaine BTP & Construction,Rabat,BTP & Construction,"['Gestion de Chantier', 'Immobilier', 'Community Management']","{'Gestion de Chantier': 3, 'Immobilier': 5, 'Community Management': 1}",Contrat,1 an,"['Anglais', 'Arabe', 'Français']",2025-04-20,673-917 MAD/jour,employer_79
job_960,Consultant RH - Projet Ressources Humaines,Description de l'offre d'emploi 960 dans le domaine Ressources Humaines,Remote (Maroc),Ressources Humaines,"['Bien-être au Travail', 'Onboarding', 'Recrutement']","{'Bien-être au Travail': 3, 'Onboarding': 3, 'Recrutement': 5}",Temps plein,6 mois,['Arabe'],2025-02-23,424-810 MAD/jour,employer_34
job_961,Ingénieur Civil - Mission Ingénierie,Description de l'offre d'emploi 961 dans le domaine Ingénierie,Mohammedia,Ingénierie,"['Développement Durable', 'Prototypage']","{'Développement Durable': 3, 'Prototypage': 2}",Contrat,3 mois,"['Arabe', 'Français']",2025-03-24,772-990 MAD/jour,employer_23
job_962,Concepteur Pédagogique - Projet Éducation & Formation,Description de l'offre d'emploi 962 dans le domaine Éducation & Formation,Berrechid,Éducation & Formation,"['Évaluation', 'Formation Professionnelle', 'Création de Cours']","{'Évaluation': 2, 'Formation Professionnelle': 5, 'Création de Cours': 3}",Mission ponctuelle,1 an,['Arabe'],2025-03-10,395-963 MAD/jour,employer_23
job_963,Consultant en Formation - Mission Éducation & Formation,Description de l'offre d'emploi 963 dans le domaine Éducation & Formation,Berrechid,Éducation & Formation,"[""Sciences de l'Éducation"", 'Tutorat', 'MOOC']","{""Sciences de l'Éducation"": 3, 'Tutorat': 1, 'MOOC': 4}",Temps partiel,1 an,[],2025-04-16,368-853 MAD/jour,employer_75
job_964,Responsable Bureau d'Études - Poste BTP & Construction,Description de l'offre d'emploi 964 dans le domaine BTP & Construction,Marrakech,BTP & Construction,"['Construction Durable', 'Coordination Travaux', 'AutoCAD', ""Maîtrise d'Œuvre""]","{'Construction Durable': 5, 'Coordination Travaux': 2, 'AutoCAD': 3, ""Maîtrise d'Œuvre"": 3}",Temps plein,1 an,"['Anglais', 'Arabe', 'Français']",2025-03-25,387-1086 MAD/jour,employer_44
job_965,Chargé de Communication - Mission Communication,Description de l'offre d'emploi 965 dans le domaine Communication,Fès,Communication,"['Relations Publiques', 'Stratégie de Communication', 'Communication Interne', 'Relations Presse']","{'Relations Publiques': 1, 'Stratégie de Communication': 5, 'Communication Interne': 4, 'Relations Presse': 1}",Temps partiel,1 mois,"['Anglais', 'Français']",2025-04-10,792-1330 MAD/jour,employer_91
job_966,Medical Writer - Poste Santé,Description de l'offre d'emploi 966 dans le domaine Santé,Berrechid,Santé,"['Pharmacovigilance', 'Santé Publique', 'Santé Digitale']","{'Pharmacovigilance': 3, 'Santé Publique': 4, 'Santé Digitale': 1}",Temps partiel,1 mois,"['Arabe', 'Français']",2025-03-25,313-1304 MAD/jour,employer_93
job_967,Credit Manager - Projet Finance & Comptabilité,Description de l'offre d'emploi 967 dans le domaine Finance & Comptabilité,Béni Mellal,Finance & Comptabilité,"['Comptabilité Générale', 'ERP Finance', 'Excel Avancé']","{'Comptabilité Générale': 5, 'ERP Finance': 5, 'Excel Avancé': 5}",Temps partiel,1 semaine,['Anglais'],2025-03-14,416-1291 MAD/jour,employer_6
job_968,Trésorier - Projet Finance & Comptabilité,Description de l'offre d'emploi 968 dans le domaine Finance & Comptabilité,Casablanca,Finance & Comptabilité,"['Reporting Financier', 'Consolidation', ""Maîtrise d'Ouvrage"", 'Sécurité Chantier']","{'Reporting Financier': 1, 'Consolidation': 2, ""Maîtrise d'Ouvrage"": 2, 'Sécurité Chantier': 3}",Mission ponctuelle,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-24,581-1011 MAD/jour,employer_23
job_969,Data Engineer - Poste IT & Développement,Description de l'offre d'emploi 969 dans le domaine IT & Développement,El Jadida,IT & Développement,"['Azure', 'Swift']","{'Azure': 5, 'Swift': 2}",Temps partiel,1 semaine,[],2025-03-12,335-1328 MAD/jour,employer_76
job_970,Auditeur - Poste Finance & Comptabilité,Description de l'offre d'emploi 970 dans le domaine Finance & Comptabilité,Rabat,Finance & Comptabilité,"['Consolidation', 'Budgétisation', 'Réservation', 'Gestion de Destination']","{'Consolidation': 5, 'Budgétisation': 5, 'Réservation': 4, 'Gestion de Destination': 2}",Contrat,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-01,418-1319 MAD/jour,employer_60
job_971,Media Planner - Mission Communication,Description de l'offre d'emploi 971 dans le domaine Communication,Safi,Communication,"['Communication Politique', 'Sponsoring', 'Inside Sales', 'Retail']","{'Communication Politique': 4, 'Sponsoring': 3, 'Inside Sales': 2, 'Retail': 4}",Temps partiel,1 mois,"['Anglais', 'Arabe', 'Français']",2025-04-09,731-1401 MAD/jour,employer_79
job_972,Motion Designer - Poste Design & Création,Description de l'offre d'emploi 972 dans le domaine Design & Création,Berrechid,Design & Création,"['UX Design', 'InDesign', 'XD', 'After Effects']","{'UX Design': 4, 'InDesign': 3, 'XD': 3, 'After Effects': 5}",Contrat,1 mois,"['Anglais', 'Arabe']",2025-04-07,784-974 MAD/jour,employer_85
job_973,Responsable Formation - Projet Ressources Humaines,Description de l'offre d'emploi 973 dans le domaine Ressources Humaines,Fès,Ressources Humaines,"['Paie', 'Recrutement', 'Gestion des Talents', 'Administration du Personnel']","{'Paie': 5, 'Recrutement': 3, 'Gestion des Talents': 3, 'Administration du Personnel': 1}",Freelance,1 semaine,"['Arabe', 'Français']",2025-04-24,756-1335 MAD/jour,employer_85
job_974,Chef de Projet Conseil - Poste Consulting,Description de l'offre d'emploi 974 dans le domaine Consulting,El Jadida,Consulting,"['Transformation Digitale', 'Conseil en Management', 'Process Optimization', 'KPI']","{'Transformation Digitale': 5, 'Conseil en Management': 4, 'Process Optimization': 3, 'KPI': 4}",Contrat,3 mois,['Arabe'],2025-02-28,553-1310 MAD/jour,employer_42
job_975,Consultant RH - Mission Ressources Humaines,Description de l'offre d'emploi 975 dans le domaine Ressources Humaines,Fès,Ressources Humaines,"['GPEC', 'Relations Sociales']","{'GPEC': 5, 'Relations Sociales': 2}",Temps plein,1 an,"['Arabe', 'Français']",2025-02-24,360-1237 MAD/jour,employer_19
job_976,Ghostwriter - Poste Rédaction & Traduction,Description de l'offre d'emploi 976 dans le domaine Rédaction & Traduction,Remote (Maroc),Rédaction & Traduction,"['French Translation', 'English Translation', 'Subtitling', 'Journalistic Writing', 'German Translation']","{'French Translation': 1, 'English Translation': 4, 'Subtitling': 5, 'Journalistic Writing': 1, 'German Translation': 3}",Temps plein,3 mois,"['Arabe', 'Français']",2025-04-21,623-1077 MAD/jour,employer_35
job_977,Directeur Hôtelier - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 977 dans le domaine Tourisme & Hôtellerie,Tétouan,Tourisme & Hôtellerie,"['Marketing Touristique', 'Gestion de Destination', 'Réservation', 'CRM Tourisme', 'Gestion Hôtelière']","{'Marketing Touristique': 4, 'Gestion de Destination': 1, 'Réservation': 5, 'CRM Tourisme': 1, 'Gestion Hôtelière': 1}",Temps partiel,1 mois,['Arabe'],2025-04-14,437-1218 MAD/jour,employer_59
job_978,Ghostwriter - Projet Rédaction & Traduction,Description de l'offre d'emploi 978 dans le domaine Rédaction & Traduction,Settat,Rédaction & Traduction,"['Content Writing', 'German Translation', 'English Translation']","{'Content Writing': 4, 'German Translation': 2, 'English Translation': 5}",Mission ponctuelle,6 mois,"['Anglais', 'Arabe', 'Français']",2025-04-11,382-1079 MAD/jour,employer_26
job_979,Hospitality Manager - Mission Tourisme & Hôtellerie,Description de l'offre d'emploi 979 dans le domaine Tourisme & Hôtellerie,Khouribga,Tourisme & Hôtellerie,"['Revenue Management', 'CRM Tourisme', 'Hospitality Management', 'Gestion de Destination', 'Communication Politique', 'Sponsoring']","{'Revenue Management': 3, 'CRM Tourisme': 3, 'Hospitality Management': 2, 'Gestion de Destination': 2, 'Communication Politique': 2, 'Sponsoring': 2}",Mission ponctuelle,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-20,564-999 MAD/jour,employer_84
job_980,BIM Coordinator - Poste BTP & Construction,Description de l'offre d'emploi 980 dans le domaine BTP & Construction,Mohammedia,BTP & Construction,"['Immobilier', ""Maîtrise d'Ouvrage"", 'Gestion de Chantier', 'Planning', 'Étude de Prix']","{'Immobilier': 4, ""Maîtrise d'Ouvrage"": 1, 'Gestion de Chantier': 5, 'Planning': 5, 'Étude de Prix': 5}",Mission ponctuelle,3 mois,"['Anglais', 'Arabe', 'Français']",2025-04-04,513-1088 MAD/jour,employer_45
job_981,Responsable Merchandising - Mission Commerce & Vente,Description de l'offre d'emploi 981 dans le domaine Commerce & Vente,Berrechid,Commerce & Vente,"['Sales Development', 'E-commerce', 'CRM', 'Creative Writing', 'Subtitling']","{'Sales Development': 5, 'E-commerce': 4, 'CRM': 3, 'Creative Writing': 3, 'Subtitling': 3}",Contrat,2 semaines,"['Arabe', 'Français']",2025-04-03,410-965 MAD/jour,employer_65
job_982,Contract Manager - Poste Droit & Juridique,Description de l'offre d'emploi 982 dans le domaine Droit & Juridique,Meknès,Droit & Juridique,"['Droit Commercial', 'Arbitrage', 'RGPD']","{'Droit Commercial': 1, 'Arbitrage': 1, 'RGPD': 1}",Mission ponctuelle,6 mois,"['Anglais', 'Arabe', 'Français']",2025-03-09,396-817 MAD/jour,employer_21
job_983,Marketing Automation Expert - Projet Marketing Digital,Description de l'offre d'emploi 983 dans le domaine Marketing Digital,Khouribga,Marketing Digital,"['Marketing Strategy', 'CRM']","{'Marketing Strategy': 3, 'CRM': 4}",Temps plein,1 semaine,"['Arabe', 'Français']",2025-03-21,720-1239 MAD/jour,employer_8
job_984,Rédacteur Web - Projet Rédaction & Traduction,Description de l'offre d'emploi 984 dans le domaine Rédaction & Traduction,Safi,Rédaction & Traduction,"['French Translation', 'Content Writing', 'Subtitling', 'English Translation', 'Ghostwriting']","{'French Translation': 1, 'Content Writing': 3, 'Subtitling': 1, 'English Translation': 5, 'Ghostwriting': 3}",Temps plein,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-03-04,361-1324 MAD/jour,employer_100
job_985,Ingénieur Biomédical - Mission Santé,Description de l'offre d'emploi 985 dans le domaine Santé,Nador,Santé,"['Santé Publique', 'Dossier Patient', 'Réglementation Médicale', 'Recherche Clinique', 'Pharmacovigilance', 'Création de Cours', 'Formation Professionnelle']","{'Santé Publique': 2, 'Dossier Patient': 2, 'Réglementation Médicale': 4, 'Recherche Clinique': 4, 'Pharmacovigilance': 1, 'Création de Cours': 2, 'Formation Professionnelle': 2}",Mission ponctuelle,1 an,['Arabe'],2025-04-16,755-908 MAD/jour,employer_15
job_986,Responsable Fiscal - Projet Finance & Comptabilité,Description de l'offre d'emploi 986 dans le domaine Finance & Comptabilité,Taza,Finance & Comptabilité,"['Budgétisation', 'Comptabilité Générale']","{'Budgétisation': 3, 'Comptabilité Générale': 1}",Temps plein,1 mois,"['Anglais', 'Arabe', 'Français']",2025-03-26,744-1440 MAD/jour,employer_73
job_987,Architecte - Poste Architecture,Description de l'offre d'emploi 987 dans le domaine Architecture,Taza,Architecture,"[""Architecture d'Intérieur"", 'SketchUp', 'BIM', 'Design Durable', 'IoT', 'Gestion de Projet']","{""Architecture d'Intérieur"": 5, 'SketchUp': 5, 'BIM': 3, 'Design Durable': 3, 'IoT': 2, 'Gestion de Projet': 3}",Temps partiel,6 mois,"['Anglais', 'Arabe']",2025-04-04,432-1212 MAD/jour,employer_26
job_988,Maître d'Œuvre - Poste BTP & Construction,Description de l'offre d'emploi 988 dans le domaine BTP & Construction,Rabat,BTP & Construction,"['Étude de Prix', 'Gestion de Chantier', 'Immobilier', 'Mobile Development', 'SQL']","{'Étude de Prix': 4, 'Gestion de Chantier': 4, 'Immobilier': 2, 'Mobile Development': 2, 'SQL': 3}",Temps plein,2 semaines,"['Arabe', 'Français']",2025-03-15,569-1444 MAD/jour,employer_11
job_989,Médecin - Poste Santé,Description de l'offre d'emploi 989 dans le domaine Santé,Mohammedia,Santé,"['Dossier Patient', 'Santé Digitale', 'Comptabilité Analytique']","{'Dossier Patient': 4, 'Santé Digitale': 5, 'Comptabilité Analytique': 1}",Contrat,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-03,513-1466 MAD/jour,employer_30
job_990,Consultant en Management - Poste Consulting,Description de l'offre d'emploi 990 dans le domaine Consulting,Settat,Consulting,"[""Stratégie d'Entreprise"", 'Lean Management', 'Change Management', 'Transformation Digitale', 'Due Diligence', 'Architecture', 'BIM']","{""Stratégie d'Entreprise"": 1, 'Lean Management': 3, 'Change Management': 2, 'Transformation Digitale': 3, 'Due Diligence': 2, 'Architecture': 3, 'BIM': 3}",Contrat,3 mois,"['Anglais', 'Arabe']",2025-03-07,773-1214 MAD/jour,employer_49
job_991,Digital Marketer - Mission Marketing Digital,Description de l'offre d'emploi 991 dans le domaine Marketing Digital,Safi,Marketing Digital,"['TikTok Ads', 'Conversion Optimization', 'SEO', 'SMM', 'Email Marketing']","{'TikTok Ads': 5, 'Conversion Optimization': 2, 'SEO': 3, 'SMM': 5, 'Email Marketing': 1}",Mission ponctuelle,1 mois,"['Arabe', 'Français']",2025-04-21,329-1118 MAD/jour,employer_65
job_992,Attaché de Presse - Mission Communication,Description de l'offre d'emploi 992 dans le domaine Communication,El Jadida,Communication,"['Relations Presse', 'Stratégie de Communication', 'Communication de Crise', 'Community Management', 'Communication Digitale', 'Gestion de Projet', 'IoT']","{'Relations Presse': 4, 'Stratégie de Communication': 3, 'Communication de Crise': 3, 'Community Management': 4, 'Communication Digitale': 1, 'Gestion de Projet': 2, 'IoT': 2}",Temps partiel,2 semaines,['Arabe'],2025-03-16,313-1100 MAD/jour,employer_3
job_993,Creative Director - Projet Design & Création,Description de l'offre d'emploi 993 dans le domaine Design & Création,Kénitra,Design & Création,"['Animation', 'Logo Design', 'Communication Interne', 'Relations Presse']","{'Animation': 1, 'Logo Design': 2, 'Communication Interne': 1, 'Relations Presse': 4}",Temps partiel,2 semaines,"['Anglais', 'Arabe', 'Français']",2025-04-23,565-940 MAD/jour,employer_38
job_994,Logo Designer - Mission Design & Création,Description de l'offre d'emploi 994 dans le domaine Design & Création,Marrakech,Design & Création,"['3D Modeling', 'Illustration', 'Branding', 'Animation', 'Marketing Automation']","{'3D Modeling': 2, 'Illustration': 2, 'Branding': 1, 'Animation': 4, 'Marketing Automation': 2}",Mission ponctuelle,3 mois,"['Anglais', 'Arabe', 'Français']",2025-03-26,430-1391 MAD/jour,employer_63
job_995,Sales Manager - Mission Commerce & Vente,Description de l'offre d'emploi 995 dans le domaine Commerce & Vente,Oujda,Commerce & Vente,"['Sales Development', 'Field Sales', 'E-commerce', 'Inside Sales']","{'Sales Development': 3, 'Field Sales': 3, 'E-commerce': 5, 'Inside Sales': 5}",Freelance,1 semaine,"['Arabe', 'Français']",2025-04-06,422-1360 MAD/jour,employer_63
